Term,Subject,Catalog,Section,Component,Descr,Instructor,Mtg1 Start,Mtg1 End,Mtg1 Days,Mtg2 Start,Mtg2 End,Mtg2 Days,Prereqs,Division,WI,QFR,EDI
1151,HIST,456,1,SEM,Civil War and Reconstruction,Dew,01:10 PM,03:50 PM,W,,,,,D2,,,
1151,HIST,469,1,SEM,Race & Ethnicity in US Culture,Wong,01:10 PM,03:50 PM,W,,,,previous upper division courses in History,D2,,,EDI
1151,HIST,482,T1,TUT,Fictions of Afr-Amer History,Long,,,TBA,,,,none,D2,WAC,,
1151,HIST,485,T1,TUT,After Rome,Knibbs,,,TBA,,,,none,D2,WAC,,
1151,HSCI,101,1,SEM,"Science,Technolgy&Human Values",Beaver,10:00 AM,10:50 AM,MWF,,,,none,D2,,,
1151,HSCI,240,1,SEM,Tech & Science in Amer Culture,Beaver,01:10 PM,02:25 PM,MR,,,,none; open to first-year students,D2,,,
1151,INST,101,1,LEC,Is the World Flat? Intro IntSt,Darrow,10:00 AM,10:50 AM,MWF,,,,none; open to all,D2,,,
1151,INST,356,1,SEM,Creating China?,Carlson,01:10 PM,03:50 PM,W,,,,not open to first-years,D2,,,
1151,INTR,219,T1,TUT,Women in National Politics,James,,,TBA,,,,none,D2,WAC,,
1151,INTR,232,1,SEM,Genocide in the 20th Century,James,01:10 PM,03:50 PM,W,,,,"none; open to sophomores, juniors, seniors",D2,,,
1151,JAPN,101,1,LEC,Elementary Japanese,Yamamoto,11:20 AM,12:35 PM,TR,,,,none,D1,,,EDI
1151,JAPN,101,2,CON,Elementary Japanese,Chang,11:00 AM,11:50 AM,MWF,,,,none,D1,,,EDI
1151,JAPN,101,3,CON,Elementary Japanese,Chang,12:00 PM,12:50 PM,MWF,,,,none,D1,,,EDI
1151,JAPN,201,1,LEC,Intermediate Japanese,Yamamoto,09:55 AM,11:10 AM,TR,,,,JAPN 101-102 or permission of instructor,D1,,,EDI
1151,JAPN,201,2,CON,Intermediate Japanese,Kubota,10:00 AM,10:50 AM,MWF,,,,JAPN 101-102 or permission of instructor,D1,,,EDI
1151,JAPN,201,3,CON,Intermediate Japanese,Kubota,09:00 AM,09:50 AM,MWF,,,,JAPN 101-102 or permission of instructor,D1,,,EDI
1151,JAPN,301,1,LEC,Upper-Intermediate Japanese,Chang,08:30 AM,09:45 AM,MWF,,,,JAPN 202 or permission of instructor,D1,,,EDI
1151,JAPN,401,1,LEC,Advanced Japanese,Kubota,01:10 PM,02:25 PM,TWF,,,,JAPN 302 or permission of instructor,D1,,,EDI
1151,JLST,101,1,LEC,Intro to Justice and Law,Hirsch,11:00 AM,12:15 PM,MWF,,,,none,D2,,,
1151,LATS,105,1,LEC,Latina/o Identities,Chavoya,11:00 AM,12:15 PM,MWF,,,,none,D2,,,
1151,LATS,208,1,LEC,Intro to Latina/o Literatures,Hernández,09:55 AM,11:10 AM,TR,,,,none,D2,,,EDI
1151,LATS,245,1,SEM,Queer Black & Latina/o Literat,Granado,11:20 AM,12:35 PM,TR,,,,none,D2,,,EDI
1151,LATS,313,1,SEM,"Gender, Race, Beauty, Power",Cepeda,02:35 PM,03:50 PM,MR,,,,"LATS 105, AMST 201, WGSS 101 or permission of the instructor; first year students are not permitted to take this course",D2,,,EDI
1151,LATS,386,1,SEM,Latinas in the Global Economy,Whalen,01:10 PM,02:25 PM,TF,,,,open to first-year students with instructor's permission,D2,,,EDI
1151,LATS,409,1,SEM,Transnationalism,Cepeda,01:10 PM,02:25 PM,MR,,,,"LATS 105, WGSS 101 or AMST 201; junior or senior standing",D2,WAC,,EDI
1151,LATS,412,1,SEM,Latina/o Collectivities,Hernández,01:10 PM,03:50 PM,W,,,,none,D2,,,EDI
1151,LEAD,125,1,LEC,Intro Leadership Studies,Chandler,01:10 PM,02:25 PM,TF,,,,none,D2,,,
1151,LEAD,205,1,LEC,Democracy in America,Williams,08:30 AM,09:45 AM,TR,,,,none,D2,,,
1151,LEAD,295,1,SEM,Leadership and Management,Chandler,01:10 PM,02:25 PM,MR,,,,none,D2,,,
1151,LEAD,320,1,SEM,Leadership & Historical Memory,Williams,02:35 PM,03:50 PM,MR,,,,,D2,,,
1151,LEAD,357,1,SEM,Leadership at America Founding,Ellis,01:10 PM,03:50 PM,W,,,,one Leadership Studies course or permission of instructor,D2,WAC,,
1151,MATH,102,1,LEC,FoundationsQuantitative Skills,Johnson,08:00 AM,08:50 AM,MWF,,,,access to the course is limited to placement by a quantitative skills counselor,D3,,,
1151,MATH,130,1,LEC,Calculus I,Blackwood,09:00 AM,09:50 AM,MWF,,,,MATH 102 (or demonstrated proficiency on a diagnostic test); this is an introductory course for students who have not seen calculus before,D3,,QFR,
1151,MATH,130,2,LEC,Calculus I,Blackwood,10:00 AM,10:50 AM,MWF,,,,MATH 102 (or demonstrated proficiency on a diagnostic test); this is an introductory course for students who have not seen calculus before,D3,,QFR,
1151,MATH,140,1,LEC,Calculus II,Palsson,09:00 AM,09:50 AM,MWF,,,,"MATH 130 or equivalent; students who have received the equivalent of advanced placement of AB 4, BC 3 or higher may not enroll in MATH 140 without the permission of instructor",D3,,QFR,
1151,MATH,140,2,LEC,Calculus II,Palsson,10:00 AM,10:50 AM,MWF,,,,"MATH 130 or equivalent; students who have received the equivalent of advanced placement of AB 4, BC 3 or higher may not enroll in MATH 140 without the permission of instructor",D3,,QFR,
1151,MATH,150,1,LEC,Multivariable Calculus,Devadoss,09:00 AM,09:50 AM,MWF,,,,"MATH 140 or equivalent, such as satisfactory performance on an Advanced Placement Examination",D3,,QFR,
1151,MATH,150,2,LEC,Multivariable Calculus,Devadoss,10:00 AM,10:50 AM,MWF,,,,"MATH 140 or equivalent, such as satisfactory performance on an Advanced Placement Examination",D3,,QFR,
1151,MATH,150,3,LEC,Multivariable Calculus,Devadoss,11:00 AM,11:50 AM,MWF,,,,"MATH 140 or equivalent, such as satisfactory performance on an Advanced Placement Examination",D3,,QFR,
1151,MATH,151,1,LEC,Multivariable Calculus,Adams,09:00 AM,09:50 AM,MWF,,,,AP BC 3 or higher or integral calculus with infinite series,D3,,QFR,
1151,MATH,151,2,LEC,Multivariable Calculus,Adams,10:00 AM,10:50 AM,MWF,,,,AP BC 3 or higher or integral calculus with infinite series,D3,,QFR,
1151,MATH,151,3,LEC,Multivariable Calculus,Adams,11:00 AM,11:50 AM,MWF,,,,AP BC 3 or higher or integral calculus with infinite series,D3,,QFR,
1151,MATH,200,1,LEC,Discrete Math,Stoiciu,10:00 AM,10:50 AM,MWF,,,,MATH 140 or MATH 130 with CSCI 134 or one year of high school calculus with permission of instructor,D3,,QFR,
1151,MATH,250,1,LEC,Linear Algebra,Goldmakher,08:30 AM,09:45 AM,TR,,,,MATH 150/151 or MATH 200,D3,,QFR,
1151,MATH,250,2,LEC,Linear Algebra,Goldmakher,09:55 AM,11:10 AM,TR,,,,MATH 150/151 or MATH 200,D3,,QFR,
1151,MATH,317,1,LEC,Operations Research,Miller,10:00 AM,10:50 AM,MWF,,,,"Linear Algebra (MATH 250) and one other 200-level or higher CSCI, MATH or STAT course, or permission of the instructor",D3,,QFR,
1151,MATH,331,1,LEC,The Little Questions,Miller,11:00 AM,11:50 AM,MWF,,,,Linear algebra (MATH 250) or permission of the instructor,D3,,QFR,
1151,MATH,350,1,LEC,Real Analysis,Silva,08:30 AM,09:45 AM,MWF,,,,"MATH 150 and MATH 250, or permission of instructor",D3,,QFR,
1151,MATH,355,1,LEC,Abstract Algebra,Stoiciu,11:00 AM,11:50 AM,MWF,,,,MATH 250 or permission of instructor,D3,,QFR,
1151,MATH,378,T1,TUT,Algebraic Geometry,Garrity,,,TBA,,,,MATH 312 or 355 or 315,D3,,QFR,
1151,MATH,389,1,LEC,Advanced Analysis,Miller,09:00 AM,09:50 AM,MWF,,,,"permission of the instructor, or both a 300-level MATH course and either MATH 350 or 351",D3,,QFR,
1151,MATH,402,1,LEC,Measure Theory and Probablity,Silva,11:00 AM,12:15 PM,MW,,,,MATH 350 or MATH 351 or permission of instructor,D3,,QFR,
1151,MATH,411,1,LEC,Commutative Algebra,Loepp,09:00 AM,09:50 AM,MWF,,,,MATH 355 or permission of the instructor,D3,,QFR,
1151,MATH,499,1,LEC,Senior Colloquium,Johnson,,,TBA,,,,,D6,,,
1151,MUS,101,1,LEC,Listening to Music: An Intro,Hirsch,10:00 AM,10:50 AM,MWF,,,,none,D1,,,
1151,MUS,102,1,LEC,Introduction to Music Theory,Nathan,08:30 AM,09:45 AM,TR,,,,none,D1,,,
1151,MUS,103,1,LEC,Music Theory&Musicianshp I,Gollin,11:20 AM,12:35 PM,TR,,,,,D1,,,
1151,MUS,103,2,LAB,Music Theory&Musicianshp I,Prindle,09:00 AM,09:50 AM,MWF,,,,,D1,,,
1151,MUS,103,3,LAB,Music Theory&Musicianshp I,Prindle,10:00 AM,10:50 AM,MWF,,,,,D1,,,
1151,MUS,103,4,LAB,Music Theory&Musicianshp I,Prindle,11:00 AM,11:50 AM,MWF,,,,,D1,,,
1151,MUS,111,1,LEC,Music Cultures of the World,Campbell,09:55 AM,11:10 AM,TR,,,,none,D1,,,EDI
1151,MUS,119,1,LEC,Popular Music: History of Rock,Nathan,08:30 AM,09:45 AM,MW,,,,no musical background assumed,D1,,,
1151,MUS,125,1,SEM,Mus & Social Dance in Latin Am,Campbell,07:00 PM,09:40 PM,M,,,,none,D1,,,EDI
1151,MUS,151,1,LEC,History of Jazz,Allen,11:20 AM,12:35 PM,TR,,,,none,D1,,,EDI
1151,MUS,165,1,LEC,Mozart,Hirsch,01:10 PM,02:25 PM,MR,,,,none,D1,,,
1151,MUS,174,1,LEC,The Singing Voice,Wells,02:35 PM,03:50 PM,MR,,,,none,D1,,,
1151,MUS,201,1,LEC,Music Theory & Musicianship II,Perez Velazquez,11:20 AM,12:35 PM,TR,,,,MUS 104,D1,,,
1151,MUS,201,2,LAB,Music Theory & Musicianship II,Prindle,01:10 PM,02:25 PM,M,,,,MUS 104,D1,,,
1151,MUS,205,T1,TUT,Composition I,Perez Velazquez,01:10 PM,02:25 PM,MR,,,,MUS 202 (may be taken concurrently) and permission of instructor; not open to first-year students,D1,,,
1151,MUS,231,1,LEC,Music inHist I: Antiquity-1750,Bloxam,10:00 AM,10:50 AM,MWF,,,,ability to read music; open to qualified non-majors with the permission of instructor,D1,,,
1151,MUS,233,1,LEC,Music History III: 20th Centry,Sheppard,11:00 AM,12:15 PM,MW,,,,ability to read music,D1,,,
1151,MUS,278,T1,TUT,"Carmen, 1845 to Now",Bloxam,,,TBA,,,,none; ability to read music useful but not necessary,D1,WAC,,EDI
1151,MUS,301,1,LEC,Modal Counterpoint,Gollin,08:30 AM,09:45 AM,TR,,,,MUS 103 or permission of instructor,D1,,,
1151,MUS,307,1,LEC,Composition III,Perez Velazquez,,,TBA,,,,"MUS 205T, 206T and permission of instructor; 2 students per instructor for both courses (MUS 307, 308)",D1,,,
1151,MUS,308,1,LEC,Composition IV,Perez Velazquez,,,TBA,,,,"MUS 205T, 206T and permission of instructor; 2 students per instructor for both courses (MUS 307, 308)",D1,,,
1151,MUS,382,1,SEM,Orchestral Conducting,Feldman,01:10 PM,02:25 PM,TF,,,,"membership in a Music Department ensemble preferred, permission of the instructor",D1,,,
1151,NSCI,201,1,LEC,Neuroscience,Williams,08:30 AM,09:45 AM,TR,,,,PSYC 101 or BIOL 101; open to first-year students with permission of instructor,D3,,,
1151,NSCI,201,2,LAB,Neuroscience,Marvin,01:00 PM,04:00 PM,M,,,,PSYC 101 or BIOL 101; open to first-year students with permission of instructor,D3,,,
1151,NSCI,201,3,LAB,Neuroscience,Marvin,01:00 PM,04:00 PM,T,,,,PSYC 101 or BIOL 101; open to first-year students with permission of instructor,D3,,,
1151,NSCI,201,4,LAB,Neuroscience,Marvin,01:00 PM,04:00 PM,W,,,,PSYC 101 or BIOL 101; open to first-year students with permission of instructor,D3,,,
1151,PHIL,112,1,SEM,Philosophy and Human Nature,Sawicki,09:55 AM,11:10 AM,TR,,,,none,D2,WAC,,
1151,PHIL,114,1,SEM,Freedom and Society,Shaddock,08:30 AM,09:45 AM,TR,,,,none,D2,WAC,,
1151,PHIL,115,1,SEM,Personal Identity,Mladenovic,01:10 PM,02:25 PM,MR,,,,none; open to first year students,D2,WAC,,
1151,PHIL,121,1,SEM,"Truth, Goodness, and Beauty",White,12:00 PM,12:50 PM,MWF,,,,none,D2,WAC,,
1151,PHIL,123,1,SEM,Objectivity in Ethics,Barry,11:20 AM,12:35 PM,TR,,,,none,D2,WAC,,
1151,PHIL,201,1,LEC,History of Greek Philosophy,McPartland,09:00 AM,09:50 AM,MWF,,,,none; open to first-year students,D2,,,
1151,PHIL,223,1,LEC,Philosophy of Sport,White,02:35 PM,03:50 PM,MR,,,,none,D2,,,
1151,PHIL,229,1,LEC,19th Century Philosophy,Shaddock,10:00 AM,10:50 AM,MWF,,,,none,D2,,,
1151,PHIL,235,T1,TUT,Morality and Partiality,Mladenovic,,,TBA,,,,none; open to first year students,D2,WAC,,
1151,PHIL,272,T1,TUT,Free Will and Responsibility,Barry,,,TBA,,,,"at least one philosophy course, or permission of the instructor",D2,WAC,,
1151,PHIL,306,1,SEM,Greek and Roman Ethics,McPartland,07:00 PM,09:40 PM,M,,,,,D2,WAC,,
1151,PHIL,327,T1,TUT,Foucault,Sawicki,,,TBA,,,,"at least two courses in PHIL or WGSS, or permission of instructor",D2,WAC,,EDI
1151,PHIL,337,T1,TUT,Justice in Health Care,Pedroni,,,TBA,,,,none,D2,WAC,,
1151,PHIL,339,1,SEM,Mind and World,Shaddock,02:35 PM,03:50 PM,TF,,,,none,D2,,,
1151,PHIL,401,1,SEM,Sr Sem: Skepticism,Cruz,01:10 PM,03:50 PM,W,,,,required and only open to Philosophy senior majors,D2,WAC,,
1151,PHYS,131,1,LEC,Introduction to Mechanics,Wootters,11:00 AM,11:50 AM,MWF,,,,"MATH 130; students who scored 4 or 5 on the AP Physics B exam or on the AP Physics C (mechanics) exam, or 6 or 7 on the IB Physics HL exam may not take this course and are encouraged to take PHYS 141 instead",D3,,QFR,
1151,PHYS,131,2,LAB,Introduction to Mechanics,Wootters,01:00 PM,04:00 PM,M,,,,"MATH 130; students who scored 4 or 5 on the AP Physics B exam or on the AP Physics C (mechanics) exam, or 6 or 7 on the IB Physics HL exam may not take this course and are encouraged to take PHYS 141 instead",D3,,QFR,
1151,PHYS,131,3,LAB,Introduction to Mechanics,Wootters,01:00 PM,04:00 PM,T,,,,"MATH 130; students who scored 4 or 5 on the AP Physics B exam or on the AP Physics C (mechanics) exam, or 6 or 7 on the IB Physics HL exam may not take this course and are encouraged to take PHYS 141 instead",D3,,QFR,
1151,PHYS,131,4,LAB,Introduction to Mechanics,Wootters,01:00 PM,04:00 PM,W,,,,"MATH 130; students who scored 4 or 5 on the AP Physics B exam or on the AP Physics C (mechanics) exam, or 6 or 7 on the IB Physics HL exam may not take this course and are encouraged to take PHYS 141 instead",D3,,QFR,
1151,PHYS,131,5,LAB,Introduction to Mechanics,Wootters,01:00 PM,04:00 PM,R,,,,"MATH 130; students who scored 4 or 5 on the AP Physics B exam or on the AP Physics C (mechanics) exam, or 6 or 7 on the IB Physics HL exam may not take this course and are encouraged to take PHYS 141 instead",D3,,QFR,
1151,PHYS,141,1,LEC,Mechanics and Waves,Jones,11:00 AM,11:50 AM,MWF,,,,high school physics and MATH 130 or equivalent placement,D3,,QFR,
1151,PHYS,141,2,LAB,Mechanics and Waves,Jones,01:00 PM,04:00 PM,M,,,,high school physics and MATH 130 or equivalent placement,D3,,QFR,
1151,PHYS,141,3,LAB,Mechanics and Waves,Jones,01:00 PM,04:00 PM,T,,,,high school physics and MATH 130 or equivalent placement,D3,,QFR,
1151,PHYS,141,4,LAB,Mechanics and Waves,Jones,01:00 PM,04:00 PM,W,,,,high school physics and MATH 130 or equivalent placement,D3,,QFR,
1151,PHYS,151,1,LEC,Seminar Modern Physics,Strauch,11:00 AM,11:50 AM,MWF,,,,"placement by the department (see ""advanced placement"" section in the description about the department). Students may take either PHYS 142 or PHYS 151 but not both",D3,,QFR,
1151,PHYS,151,2,LAB,Seminar Modern Physics,Strauch,01:00 PM,04:00 PM,W,,,,"placement by the department (see ""advanced placement"" section in the description about the department). Students may take either PHYS 142 or PHYS 151 but not both",D3,,QFR,
1151,PHYS,201,1,LEC,Electricity and Magnetism,Strait,10:00 AM,10:50 AM,MWF,,,,PHYS 142 OR 151; MATH 150 or 151,D3,,QFR,
1151,PHYS,201,2,LAB,Electricity and Magnetism,Strait,01:00 PM,04:00 PM,T,,,,PHYS 142 OR 151; MATH 150 or 151,D3,,QFR,
1151,PHYS,201,3,LAB,Electricity and Magnetism,Strait,01:00 PM,04:00 PM,W,,,,PHYS 142 OR 151; MATH 150 or 151,D3,,QFR,
1151,PHYS,301,1,LEC,Quantum Physics,Lopes,09:00 AM,09:50 AM,MWF,,,,PHYS 202 and PHYS 210,D3,,QFR,
1151,PHYS,301,2,LAB,Quantum Physics,Lopes,01:00 PM,04:00 PM,W,,,,PHYS 202 and PHYS 210,D3,,QFR,
1151,PHYS,301,3,LAB,Quantum Physics,Lopes,01:00 PM,04:00 PM,R,,,,PHYS 202 and PHYS 210,D3,,QFR,
1151,PHYS,301,4,LAB,Quantum Physics,Lopes,01:00 PM,04:00 PM,M,,,,PHYS 202 and PHYS 210,D3,,QFR,
1151,PHYS,315,T1,TUT,Computational Biology,Aalberts,,,TBA,,,,"programming experience (e.g., CSCI 136), mathematics (PHYS 210 or MATH 150), and physical science (PHYS 142 or 151, or CHEM 151 or 153 or 155), or permission of the instructor",D3,,QFR,
1151,PHYS,315,T2,LAB,Computational Biology,Aalberts,01:10 PM,03:50 PM,M,,,,"programming experience (e.g., CSCI 136), mathematics (PHYS 210 or MATH 150), and physical science (PHYS 142 or 151, or CHEM 151 or 153 or 155), or permission of the instructor",D3,,QFR,
1151,PHYS,411,T1,TUT,Classical Mechanics,Doret,01:10 PM,02:25 PM,F,,,,PHYS 202 and PHYS 210 or MATH 210,D3,,QFR,
1151,PHYS,411,T2,TUT,Classical Mechanics,Doret,01:10 PM,02:25 PM,F,,,,PHYS 202 and PHYS 210 or MATH 210,D3,,QFR,
1151,PHYS,411,T3,TUT,Classical Mechanics,Doret,01:10 PM,02:25 PM,F,,,,PHYS 202 and PHYS 210 or MATH 210,D3,,QFR,
1151,PHYS,499,1,LEC,Physics & Astronomy Colloquium,Jones,02:35 PM,03:50 PM,F,,,,none,D6,,,
1151,POEC,250,1,LEC,Econ Liberalism & Its Critics,Bakija,02:35 PM,03:50 PM,MR,,,,ECON 110 and 120 or equivalent; PSCI 201 or 203 (may be taken concurrently with POEC 250) or a score of 5 on the AP exam in U.S. Government and Politics; (or permission of instructor); open to non-majors,D2,,,
1151,POEC,253,1,LEC,Empirical Methods in Pol Econ,Shore-Sheppard,08:30 AM,09:45 AM,TR,,,,MATH 130 or its equivalent; one course in ECON; not open to students who have taken ECON 255,D2,,QFR,
1151,POEC,401,1,SEM,Contemp Problms in Pol Economy,Paul,11:20 AM,12:35 PM,TR,,,,"ECON 110 and 120; PSCI 201 or 203, or equivalent;  PSCI 202 or 204, or equivalent; open to non-majors",D2,,,
1151,PSCI,201,1,LEC,"Power,Politics,Democracy Amer",Crowe,01:10 PM,02:25 PM,MR,,,,"none; this is an introductory course, open to all, including first-year students",D2,,,
1151,PSCI,201,2,LEC,"Power,Politics,Democracy Amer",Mellow,09:55 AM,11:10 AM,TR,,,,"none; this is an introductory course, open to all, including first-year students",D2,,,
1151,PSCI,202,1,LEC,Intro International Relations,Kelanic,11:00 AM,12:15 PM,MW,,,,"this is an introductory course, open to first-year students and sophomores; juniors and seniors may enroll only with permission of instructor and under special circumstances",D2,,,
1151,PSCI,202,2,LEC,Intro International Relations,Babik,09:55 AM,11:10 AM,TR,,,,"this is an introductory course, open to first-year students and sophomores; juniors and seniors may enroll only with permission of instructor and under special circumstances",D2,,,
1151,PSCI,202,3,LEC,Intro International Relations,Babik,11:20 AM,12:35 PM,TR,,,,"this is an introductory course, open to first-year students and sophomores; juniors and seniors may enroll only with permission of instructor and under special circumstances",D2,,,
1151,PSCI,203,1,LEC,Intro to Political Theory,Reinhardt,08:30 AM,09:45 AM,TR,,,,"none; this is an introductory course, open to all, including first-year students",D2,,,
1151,PSCI,203,2,LEC,Intro to Political Theory,Reinhardt,09:55 AM,11:10 AM,TR,,,,"none; this is an introductory course, open to all, including first-year students",D2,,,
1151,PSCI,204,1,LEC,Intro Comparative Politics,Mahon,01:10 PM,02:25 PM,MR,,,,none,D2,,,
1151,PSCI,207,1,LEC,Political Elections,Marcus,08:30 AM,09:45 AM,TR,,,,none,D2,,,
1151,PSCI,214,1,LEC,US Minorities in American Poli,Smith,01:10 PM,02:25 PM,MR,,,,none,D2,,,
1151,PSCI,216,1,LEC,American Constitutionalism I,Crowe,11:00 AM,12:15 PM,MWF,,,,none,D2,,,
1151,PSCI,224,1,SEM,Neo-liberalism,MacDonald,02:35 PM,03:50 PM,MR,,,,none,D2,,,
1151,PSCI,225,1,LEC,International Security,Kelanic,08:30 AM,09:45 AM,MWF,,,,none,D2,,,
1151,PSCI,235,1,LEC,Environmental Political Theory,Ephraim,08:30 AM,09:45 AM,MW,,,,none,D2,,,
1151,PSCI,249,1,LEC,From Beetroot to Zero Grazing,Munemo,01:10 PM,02:25 PM,TF,,,,"at least one PSCI course or Introduction to Public and Global Health (ANTH 105, INTR150, PHLH150)",D2,,,
1151,PSCI,254,1,SEM,Dem Comp&Theoretic Perspective,MacDonald,11:00 AM,12:15 PM,MWF,,,,none,D2,,,
1151,PSCI,273,1,LEC,Politics without Humans?,Ephraim,11:00 AM,12:15 PM,MW,,,,none,D2,,,
1151,PSCI,311,1,SEM,Congress,Johnson,01:10 PM,02:25 PM,TF,,,,PSCI 201 or permission of instructor,D2,WAC,,
1151,PSCI,314,1,SEM,Leadership Am Pol Development,Mellow,02:35 PM,03:50 PM,MR,,,,previous course in American politics or American history,D2,WAC,,
1151,PSCI,318,T1,TUT,Declining Significance of Race,Smith,,,TBA,,,,none,D2,WAC,,
1151,PSCI,324,1,SEM,International Legitimation,Shanks,11:20 AM,12:35 PM,TR,,,,PSCI 202,D2,WAC,,
1151,PSCI,333,1,SEM,Sublime in Polit & Polit Thght,Njoya,01:10 PM,02:25 PM,TF,,,,at least one course in political theory or philosophy or permission of the instructor,D2,,,
1151,PSCI,342,1,SEM,Intolerance and Justice,Marcus,02:35 PM,03:50 PM,TF,,,,,D2,,,
1151,PSCI,420,1,LEC,Sr Sem:Humn Rghts Intl Politcs,Shanks,02:35 PM,03:50 PM,TF,,,,"PSCI 202, senior standing, permission of instructor",D2,WAC,,
1151,PSCI,420,2,SEM,Sr Sem: Liberal Project,Paul,02:35 PM,03:50 PM,MR,,,,senior Political Science major or permission of instructor,D2,,,
1151,PSCI,430,1,SEM,Sr Sem: Critical Theory,Njoya,07:00 PM,09:40 PM,M,,,,"junior or senior standing and prior coursework in political theory, cultural theory, philosophy; or permission of instructor",D2,,,
1151,PSCI,440,1,SEM,Sr Sem: Political Development,Munemo,01:10 PM,02:25 PM,MR,,,,PSCI 204 or permission of instructor,D2,,,
1151,PSYC,101,1,LEC,Introductory Psychology,Hane,10:00 AM,10:50 AM,MWF,,,,none,D2,,,
1151,PSYC,201,A1,LEC,Experimentation and Statistics,Zaki,01:10 PM,02:25 PM,MR,,,,PSYC 101; not open to first-year students except with permission of instructor,D2,,QFR,
1151,PSYC,201,A2,LAB,Experimentation and Statistics,Zaki,01:00 PM,04:00 PM,T,,,,PSYC 101; not open to first-year students except with permission of instructor,D2,,QFR,
1151,PSYC,201,B1,LEC,Experimentation and Statistics,Moher,01:10 PM,02:25 PM,MR,,,,PSYC 101; not open to first-year students except with permission of instructor,D2,,QFR,
1151,PSYC,201,B2,LAB,Experimentation and Statistics,Moher,01:00 PM,04:00 PM,W,,,,PSYC 101; not open to first-year students except with permission of instructor,D2,,QFR,
1151,PSYC,221,1,LEC,Cognitive Psychology,Kornell,01:10 PM,02:25 PM,TF,,,,PSYC 101 or permission of instructor,D2,,,
1151,PSYC,232,1,LEC,Developmental Psychology,Hane,11:20 AM,12:35 PM,TR,,,,PSYC 101,D2,,,
1151,PSYC,232,2,LEC,Developmental Psychology,Sachet,02:35 PM,03:50 PM,MR,,,,PSYC 101,D2,,,
1151,PSYC,242,1,LEC,Social Psychology,Fein,09:55 AM,11:10 AM,TR,,,,PSYC 101; open to first-year students,D2,,,
1151,PSYC,252,1,LEC,Psychological Disorders,Heatherington,09:55 AM,11:10 AM,TR,,,,PSYC 101; open to first-year students,D2,,,
1151,PSYC,316,1,LEC,Clinical Neuroscience,Solomon,07:00 PM,09:40 PM,M,,,,PSYC 212 (same as BIOL 212 or NSCI 201),D3,,,
1151,PSYC,316,2,LAB,Clinical Neuroscience,Solomon,01:00 PM,04:00 PM,M,,,,PSYC 212 (same as BIOL 212 or NSCI 201),D3,,,
1151,PSYC,326,1,SEM,Choice and Decision-Making,Kirby,02:35 PM,03:50 PM,MR,,,,PSYC 221 or 222 or permission of instructor; permission is typically given to students who have successfully completed ECON 110,D2,,,
1151,PSYC,326,2,LAB,Choice and Decision-Making,Kirby,01:00 PM,04:00 PM,W,,,,PSYC 221 or 222 or permission of instructor; permission is typically given to students who have successfully completed ECON 110,D2,,,
1151,PSYC,334,T1,TUT,"Magic, Superstition & Belief",Kavanaugh,,,TBA,,,,PSYC 201 (or currently taking) and 232 or permission of instructor,D2,WAC,,
1151,PSYC,334,T2,LAB,"Magic, Superstition & Belief",Kavanaugh,,,TBA,,,,PSYC 201 (or currently taking) and 232 or permission of instructor,D2,WAC,,
1151,PSYC,346,1,SEM,Environmental Psychology,Savitsky,09:55 AM,11:10 AM,TR,,,,"PSYC 242 recommended, PSYC 201, or a comparable course in statistics and research methodology, is also recommended.",D2,,,
1151,PSYC,346,2,LAB,Environmental Psychology,Savitsky,01:00 PM,04:00 PM,T,,,,"PSYC 242 recommended, PSYC 201, or a comparable course in statistics and research methodology, is also recommended.",D2,,,
1151,PSYC,347,1,LEC,Psychology and Law,Kassin,07:00 PM,09:40 PM,M,,,,PSYC 242,D2,,,
1151,PSYC,352,1,SEM,Clinical&Community Psychology,Heatherington,02:35 PM,03:50 PM,MR,,,,PSYC 252,D2,,,
1151,PSYC,359,1,SEM,Anxiety Disorders,Harrington,01:10 PM,02:25 PM,MR,,,,PSYC 252,D2,,,
1151,PSYC,372,1,SEM,Adv Sem in Teaching & Learning,Engel,01:10 PM,03:50 PM,W,,,,PSYC 232 or PSYC 272 or permission of instructor,D2,,,
1151,PSYC,401,1,CON,Perspectives on Psych Issues,Engel,11:20 AM,12:35 PM,TR,,,,,D2,,,
1151,PSYC,401,2,SEM,Perspectives on Psych Issues,Engel,11:20 AM,12:35 PM,TR,,,,,D2,,,
1151,PSYC,401,3,SEM,Perspectives on Psych Issues,Kornell,11:20 AM,12:35 PM,TR,,,,,D2,,,
1151,PSYC,401,4,SEM,Perspectives on Psych Issues,Moher,11:20 AM,12:35 PM,TR,,,,,D2,,,
1151,PSYC,401,5,SEM,Perspectives on Psych Issues,Sockol,11:20 AM,12:35 PM,TR,,,,,D2,,,
1151,PSYC,401,6,SEM,Perspectives on Psych Issues,Sachet,11:20 AM,12:35 PM,TR,,,,,D2,,,
1151,REL,200,1,SEM,What is Religion?,Israel,11:00 AM,12:15 PM,MW,,,,"none, although a previous course on religion is recommended",D2,,,
1151,REL,207,1,LEC,From Adam to Noah,Dekel,09:55 AM,11:10 AM,TR,,,,none,D2,,,
1151,REL,209,1,SEM,Jewish America,Israel,11:20 AM,12:35 PM,TR,,,,none,D2,,,
